이직여부,majorcat,school,area,sex,age,graduy,a001,industry,job,a010,a011,a012,a014,a016,a018,a020,a021,a116,a117,a118,a119,a122,a125,a126,a127,a128,a129,a130,a131,a132,a133,a134,a135,a136,a137,a138,a139,a140,a141,a142,a143,a144,a145,a146,a151,a153,a158,a159,a160,a161,a162,a166,a168,a281,a282,a388,e001,f001,f004,f006,f008,f009,f010,f011,f013,f170,f023,f071,f072,f074,f079,f080,f081,f082,f083,f084,f085,f086,f101,f124,f138,g001,h001,i018,i050,j021,l001,n083,k001,k042,k043,k044,k045,k046,k047,k048,k049,k050,k051,k052,k053,k055,k056,k057,q015,q016,q017,p001,p014,p016,p017,p018,p020,p024,p028z,p031z,p035,p036,p046,p039,p041,p043,p045,r023,r024,r025,r026,r027,wt
2,3,3,6,1,23.75,2018,2018,16,3,3,3,1,13,2,0,6,1,5,40,0,0,200,190,2,4,2,5,5,3,2,5,2,4,4,4,3,4,4,4,2,3,3,6,1,3,1,2,1,1,1,1,3,2,10,1,1,2,2014,1,13,1,1,1,2014,2,2,1,4,2,2.8,90,0,0,10,0,0,0,2,2,2,2,2,2,1,2,2200,1,1,2,4,5,4,1,4,4,4,4,5,5,5,1,2,4,4,6,3,3,1,1,3,3,1,13,13,3,3,4,4,1,1800,2,2,7,120,5,0,5,1,15.63320625
2,3,3,6,2,24.41666667,2018,2018,16,3,5,5,1,13,1,0,6,1,5,40,0,0,225,225,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,6,4,2,1,2,1,1,1,1,2,2,1,2,1,2,2014,1,6,1,1,1,2014,1,5,1,4,4,4,30,0,0,70,0,0,0,2,2,2,2,2,1,2,2,3000,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,6,13,5,5,4,3,3,2250,2,2,1,100,7,0,0,1,8.119941621
2,3,3,6,2,23.91666667,2018,2019,16,3,5,5,1,8,1,0,6,1,5,40,0,0,260,260,2,5,4,4,5,4,5,5,4,4,5,4,3,5,4,5,2,3,4,6,2,4,1,2,1,1,1,1,2,2,6,9,2,2,2014,1,6,1,2,1,2014,2,1,1,2,2,3.6,100,0,0,0,0,0,0,2,2,2,2,2,1,1,2,3600,1,1,1,4,4,4,2,4,4,5,4,5,5,4,4,4,3,3,7,6,7,1,2,1,1,1,6,8,4,5,7,5,3,2800,1,2,1,70,26,0,10,1,8.119941621
2,3,3,12,2,23.83333333,2018,2018,16,3,5,5,1,11,2,0,6,1,5,40,5,0,230,230,4,5,4,4,4,3,3,3,4,4,4,3,3,4,3,4,3,3,4,6,4,1,1,1,2,1,1,1,2,2,9,8,1,2,2014,1,12,1,1,1,2014,1,5,1,3,3,3.5,100,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2800,2,1,2,4,3,4,4,3,3,4,3,3,4,3,3,4,3,3,5,5,4,1,2,1,1,1,12,11,5,5,7,3,3,2300,2,2,1,100,15,0,5,1,8.054339537
2,3,3,12,1,28.16666667,2018,2018,16,3,3,3,1,13,2,0,6,1,5,40,0,0,230,190,3,5,2,4,5,5,3,5,4,4,4,4,4,4,3,2,3,3,2,6,1,4,1,2,1,1,2,1,2,2,1,2,2,2,2010,1,13,1,1,1,2014,1,5,1,2,2,3.2,100,0,0,0,0,0,0,2,2,2,1,2,1,2,2,3000,2,1,1,5,5,5,3,5,5,5,5,5,5,5,3,4,5,5,5,3,3,1,2,1,1,1,13,13,6,6,6,6,3,1740,2,2,2,40,10,0,0,1,15.5069035
1,3,3,12,2,23.58333333,2018,2019,16,3,5,5,1,12,3,1,6,1,5,40,0,0,230,215,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,4,6,2,3,1,2,1,1,1,1,2,2,4,1,2,2,2014,1,12,1,1,1,2014,2,1,1,2,2,4,20,0,50,30,0,0,0,2,2,2,2,2,1,2,2,2400,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,6,6,1,1,3,4,1,1,12,1,2,6,4,1,1600,2,1,1,40,0,0,15,1,8.054339537
2,3,3,11,1,24.33333333,2018,2018,16,3,4,4,1,11,2,0,6,1,5,40,0,0,220,220,3,5,4,5,4,2,3,4,2,4,5,3,3,3,5,4,2,3,5,6,4,4,1,2,1,1,1,1,1,2,1,9,1,2,2014,1,1,1,1,1,2014,2,1,1,3,3,3.1,70,0,0,30,0,0,0,2,2,2,2,1,1,2,2,3000,1,1,1,5,4,5,4,3,4,4,4,4,4,4,2,4,4,3,6,6,6,1,2,1,1,1,1,11,6,5,5,5,3,2200,2,2,6,100,30,200,0,1,8.925393294
2,3,3,15,1,24.16666667,2018,2019,16,3,5,5,1,14,3,0,6,1,5,40,0,0,190,175,4,5,4,5,5,4,5,5,4,4,4,4,5,5,4,4,3,4,4,6,3,4,1,1,3,3,3,3,3,2,9,3,2,2,2014,1,15,1,1,1,2014,1,5,1,5,5,3.5,15,5,0,80,0,0,0,1,2,2,2,2,1,2,2,2500,1,1,1,4,4,4,2,5,5,3,4,5,4,4,3,3,4,4,5,6,6,1,2,3,1,1,15,14,5,3,3,2,3,880,2,1,7,50,0,0,15,1,13.95397461
2,3,3,15,2,24.66666667,2018,2018,16,3,4,4,1,15,2,0,6,1,5,45,0,0,210,210,3,5,4,4,5,4,5,5,2,4,5,4,5,5,5,4,3,3,5,5,4,2,2,1,3,1,1,1,3,2,3,9,1,2,2014,1,15,1,1,1,2014,2,2,2,3,3,4,100,0,0,0,0,0,0,2,2,2,2,2,1,2,2,2500,1,1,2,4,4,5,3,3,4,3,4,5,5,5,3,4,4,4,7,7,6,1,1,3,4,1,2,15,3,3,8,5,1,2100,2,2,1,70,0,0,20,1,9.93647581
2,3,3,6,2,23.75,2018,2018,16,3,5,5,1,13,1,0,6,1,5,40,0,0,250,250,4,5,5,5,5,4,4,5,3,5,5,4,5,4,5,4,3,3,4,6,3,2,1,2,1,1,2,2,1,2,9,10,1,2,2014,1,6,1,1,1,2014,1,5,1,4,5,3.5,60,0,0,40,0,0,0,2,2,2,2,2,1,2,2,2400,1,1,1,4,4,5,3,4,4,5,4,5,5,4,3,3,4,4,6,6,6,1,2,1,1,1,6,13,5,5,5,3,3,2500,2,2,1,70,30,0,0,1,6.620396506
2,3,3,6,2,24.66666667,2018,2018,16,3,4,4,1,13,2,0,6,1,5,40,0,0,200,190,2,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,4,6,3,4,1,1,3,1,1,1,1,2,2,9,1,2,2013,1,6,1,9,1,2013,1,5,1,3,3,3.5,100,0,0,0,0,0,0,2,1,2,2,2,2,1,2,2400,1,1,2,5,5,5,5,3,3,3,5,5,5,5,3,4,5,5,5,5,5,1,1,3,2,1,13,13,5,6,8,3,1,800,2,2,1,120,20,0,10,1,6.620396506
2,3,3,12,1,23.66666667,2018,2018,16,3,3,3,1,13,1,0,6,1,5,40,0,0,260,260,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,6,4,4,1,2,1,1,1,1,1,2,10,9,1,2,2014,1,8,1,1,1,2014,1,5,1,3,2,3,0,0,0,100,0,0,0,2,2,2,2,2,1,2,2,3000,1,1,2,5,5,5,3,4,4,3,5,5,5,5,4,5,4,4,6,6,7,1,2,1,1,1,1,13,5,2,6,5,3,1040,2,1,7,50,2,0,5,1,12.64317585
2,3,3,15,2,23.83333333,2018,2019,16,3,5,5,1,15,3,0,6,1,5,40,3,0,220,210,3,5,4,4,4,5,2,4,2,5,4,5,5,5,4,4,3,3,5,6,2,4,1,1,3,1,1,1,1,2,3,7,2,1,2014,1,15,1,1,1,2014,1,5,1,3,2,3.8,10,0,0,90,0,0,0,2,2,2,2,2,2,2,2,2700,1,1,2,5,4,5,2,5,4,4,4,5,5,4,5,3,4,4,6,4,5,1,1,3,6,1,15,15,5,5,3,2,1,2060,2,2,1,70,0,0,0,1,11.21842214
2,3,3,2,2,26.41666667,2018,2018,16,3,5,5,1,2,3,0,6,1,5,40,3,0,270,260,2,4,4,5,5,5,5,4,3,3,5,4,5,5,5,5,3,3,4,4,4,4,1,2,1,1,1,1,3,2,9,1,1,2,2012,1,3,1,2,1,2014,2,2,2,4,4,4.1,0,0,0,100,0,0,0,2,2,2,1,2,1,2,2,3500,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,7,7,7,1,2,1,1,1,3,2,4,3,5,5,3,2700,2,2,1,90,30,0,0,1,11.04984897
2,3,3,6,1,36.5,2018,2018,16,3,3,3,1,13,2,1,6,1,5,40,0,0,250,250,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,6,4,3,1,2,1,1,1,1,2,2,1,4,1,2,2001,1,8,1,1,1,2014,1,5,1,3,3,3.8,50,0,0,50,0,0,0,2,2,2,1,2,2,2,2,3000,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,2,2,1,2,1,8,6,3,3,4,5,3,2750,2,2,2,200,30,0,0,1,14.39058835
2,3,3,6,2,24.08333333,2018,2019,16,3,5,5,1,8,3,0,6,1,5,40,0,0,230,200,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,6,5,3,1,2,1,1,1,1,2,2,1,2,1,2,2014,1,6,1,2,1,2014,2,1,1,4,4,3.5,0,0,0,100,0,0,0,2,2,2,2,2,2,2,2,3000,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,1,2,1,1,1,6,8,5,5,6,4,3,0,2,2,1,70,30,0,20,1,11.2524453
2,3,3,6,1,24,2018,2018,16,3,3,3,1,13,1,0,6,1,5,40,0,0,260,240,3,3,5,3,5,5,4,5,3,5,3,5,4,3,4,4,3,3,5,6,5,3,1,2,1,1,1,1,2,2,4,8,1,2,2014,1,13,1,1,1,2014,2,2,1,4,4,3.9,0,0,0,100,0,0,0,2,2,2,2,2,2,2,2,3000,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,1,2,1,1,1,13,13,3,3,5,3,4,2600,-1,2,7,90,5,0,5,1,21.66417031
2,3,3,2,1,28.41666667,2018,2019,16,3,5,5,1,2,3,1,6,2,5,40,0,0,240,240,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,3,3,4,6,5,4,1,2,1,1,1,1,2,2,5,6,2,1,2010,1,2,1,1,1,2012,1,2,1,5,5,3.5,70,0,0,30,0,0,0,2,1,2,1,2,2,2,2,3000,2,1,2,4,4,4,4,5,4,5,5,4,4,3,4,4,4,4,6,6,7,1,1,3,2,1,14,2,3,3,3,3,1,1500,2,1,2,30,0,0,10,1,19.42059367
2,3,3,2,2,23.75,2018,2018,16,3,5,5,1,7,2,0,6,1,5,40,0,0,250,250,4,5,4,4,5,5,3,5,3,5,3,5,5,5,4,4,3,3,2,3,2,2,1,2,1,1,1,1,1,2,4,9,1,2,2014,1,7,1,1,1,2014,1,5,2,3,3,3.8,50,0,0,50,0,0,0,2,2,2,2,2,1,2,2,3000,1,1,2,4,4,5,3,3,4,4,4,5,4,4,3,3,4,4,6,6,6,1,1,3,3,1,7,7,5,5,7,5,1,2500,2,2,1,80,0,40,20,1,13.82919667
2,3,3,2,1,24,2018,2019,16,3,5,5,1,15,8,0,6,1,5,40,5,1,316,233,4,5,4,2,4,4,3,4,3,3,2,4,4,3,4,3,3,3,5,4,4,4,1,2,1,1,1,1,1,2,3,14,2,2,2014,1,7,1,1,1,2014,2,2,2,4,3,3.8,10,0,0,90,0,0,0,2,2,2,2,2,1,2,2,2500,1,1,1,4,4,4,4,4,4,3,4,2,4,4,2,1,4,4,6,6,4,1,2,1,1,1,7,15,1,1,4,5,3,1580,2,1,7,180,35,0,4,1,19.42059367
1,3,3,2,1,23.83333333,2018,2018,15,3,9,9,1,9,1,0,5,1,5,40,5,1,200,180,3,3,3,3,3,2,5,4,3,3,3,3,3,3,3,3,2,2,2,6,3,2,2,2,1,1,1,1,2,2,7,1,1,2,2014,1,14,1,1,1,2014,1,5,1,4,4,3.3,30,0,0,70,0,0,0,2,2,2,2,2,2,2,2,3000,2,1,2,4,4,5,4,4,4,4,4,4,5,4,4,5,3,3,6,6,7,1,2,1,1,1,14,9,5,3,3,1,4,2000,2,1,8,70,4,0,0,1,19.42059367
2,3,3,6,2,23.91666667,2018,2018,16,3,3,3,1,13,1,0,6,1,5,40,0,0,200,195,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,3,4,6,4,4,1,2,1,2,2,2,1,2,9,10,1,2,2014,1,13,1,1,1,2014,2,1,1,4,4,2.8,70,0,0,30,0,0,0,2,2,2,2,2,1,2,2,2500,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,2,3,5,1,1,13,3,3,5,1,4,1800,2,2,1,70,70,0,5,1,9.3545739
2,3,3,12,2,24.83333333,2018,2019,16,3,3,3,1,12,2,0,6,1,5,40,0,0,215,210,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,6,5,4,1,2,1,1,1,1,3,2,9,10,2,2,2013,1,12,1,1,1,2013,1,5,1,4,3,4.1,20,0,0,80,0,0,0,2,1,2,2,2,1,2,2,3000,2,1,2,5,5,4,2,3,5,4,5,5,5,5,3,4,4,4,6,6,5,1,2,1,1,1,12,12,5,3,2,5,3,920,2,2,1,100,30,0,2,1,9.278997059
2,3,3,12,2,23.83333333,2018,2018,16,3,4,4,1,11,1,0,6,1,5,40,1,8,250,220,2,4,4,4,4,4,3,4,4,4,4,4,3,3,3,4,3,3,3,6,2,4,2,3,3,3,3,3,3,2,10,9,1,2,2014,1,12,1,1,1,2014,1,5,1,5,4,3.8,90,0,0,10,0,0,0,2,2,2,2,2,2,2,2,3000,1,1,2,4,4,4,2,2,5,4,4,4,4,4,3,3,3,3,6,5,5,1,2,1,1,1,12,11,3,3,8,6,3,2750,2,2,1,150,40,0,0,1,9.278997059
2,3,3,12,2,24.83333333,2018,2018,16,3,3,3,1,14,2,1,6,1,5,40,0,0,210,200,3,5,3,4,5,3,3,5,4,2,4,3,2,3,3,3,3,3,5,6,2,2,1,2,1,1,2,1,3,2,9,4,1,2,2013,1,14,1,1,1,2014,1,5,1,3,3,2.8,100,0,0,0,0,0,0,2,2,2,2,1,2,2,2,3000,1,1,2,4,4,4,2,4,4,5,5,4,5,5,4,4,4,4,5,6,5,1,2,5,2,1,14,14,5,5,5,4,5,2100,-1,2,1,100,0,10,0,1,9.278997059
2,1,2,1,1,31.75,2018,2018,8,1,7,4,1,1,6,1,3,1,5,40,0,0,270,270,4,5,5,5,5,4,5,5,4,4,4,4,5,4,4,4,3,3,4,6,3,1,2,1,3,1,1,1,2,2,9,1,1,2,2006,1,1,1,2,1,2008,1,5,1,4,4,4.1,30,70,0,0,0,0,0,1,1,2,2,2,2,2,2,3500,2,2,2,5,5,5,4,4,5,4,5,5,4,5,4,4,4,5,6,6,5,1,1,3,4,1,1,8,3,3,2,4,1,2970,2,1,2,90,40,0,0,1,11.57052546
2,1,2,1,1,31.5,2018,2018,3,1,-1,5,1,8,1,0,1,1,5,40,0,0,300,290,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,2,6,2,2,2,1,3,1,1,1,3,2,7,9,1,2,2007,1,15,1,1,1,2008,1,5,1,4,4,3,100,0,0,0,0,0,0,2,1,2,2,2,1,2,2,2500,2,2,2,4,4,5,4,3,3,4,4,5,4,4,3,3,4,4,5,5,4,1,2,1,1,1,15,8,3,3,7,2,4,1800,2,2,3,40,10,0,0,1,11.57052546
2,1,2,2,1,26.16666667,2018,2018,11,1,9,2,1,2,1,0,1,1,5,40,0,0,320,320,4,5,5,5,5,4,5,5,5,2,5,3,4,5,4,4,3,3,3,6,3,2,1,1,3,1,1,1,2,2,1,10,1,2,2012,1,3,1,1,1,2012,1,5,1,3,3,3.8,80,0,0,20,0,0,0,2,1,2,2,2,1,1,2,5000,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,1,2,1,1,1,3,2,5,3,6,2,3,3840,2,1,2,100,20,0,0,1,11.46061931
2,1,2,1,2,26.75,2018,2019,15,1,7,7,1,4,1,0,5,1,5,40,5,8,190,190,2,3,4,5,5,4,4,2,2,3,3,4,5,4,3,4,3,3,4,6,4,2,2,2,1,1,1,1,2,2,9,7,1,2,2012,1,4,1,3,1,2012,1,5,1,4,4,3.9,60,0,0,40,0,0,0,2,1,2,2,2,2,2,2,3000,2,1,2,5,4,4,4,5,5,5,5,4,4,5,4,4,4,4,6,5,6,1,1,3,4,1,4,4,6,5,6,4,1,0,1,2,1,30,0,0,50,3,18.08952622
2,1,2,1,1,28.66666667,2017,2018,3,7,4,4,1,5,2,0,1,1,5,45,0,0,250,210,3,4,4,3,3,4,5,4,4,4,4,4,4,4,4,4,3,3,2,4,2,5,2,1,3,1,1,1,3,2,1,3,1,2,2009,1,5,1,1,1,2009,1,5,2,4,3,3.3,75,0,0,25,0,0,0,2,1,2,2,2,1,1,2,2500,1,1,2,5,5,4,3,4,4,3,4,5,3,3,3,5,4,4,5,5,5,1,1,3,3,1,8,5,2,3,6,1,1,1500,2,2,2,150,0,0,0,1,12.77664887
2,1,2,1,2,24.83333333,2018,2019,16,3,5,5,1,11,1,0,6,1,5,40,0,0,220,220,4,5,4,4,5,5,4,4,4,5,5,5,5,4,4,4,4,3,4,6,4,1,1,3,1,1,1,1,1,2,3,9,2,2,2013,1,8,1,1,1,2013,2,2,1,4,5,3.9,100,0,0,0,0,0,0,2,1,2,2,2,1,2,2,2000,2,1,2,4,4,5,2,3,3,5,5,5,5,5,4,3,4,4,6,6,6,1,2,1,1,1,5,11,5,6,8,6,3,330,2,2,1,60,0,0,50,1,19.61528129
1,1,2,1,1,26.66666667,2018,2018,13,1,3,3,1,1,6,1,1,1,5,40,0,0,185,185,1,3,1,1,1,1,3,3,1,3,3,3,3,1,1,1,1,1,1,6,4,1,2,1,2,1,1,1,2,2,2,3,1,2,2012,1,8,1,1,1,2012,1,3,1,3,3,3.4,0,80,0,20,0,0,0,1,1,2,2,2,1,2,2,2200,2,2,2,5,5,5,2,2,5,5,5,5,5,2,2,4,2,2,7,7,7,1,2,1,1,1,10,1,3,3,2,4,3,1665,2,1,3,100,10,0,0,1,10.64866122
2,1,2,1,2,28.58333333,2018,2017,16,1,7,7,1,8,3,1,1,1,5,45,0,0,200,200,2,4,4,4,4,3,4,4,3,4,3,3,4,3,3,3,3,3,3,4,3,5,2,1,3,1,1,1,2,2,4,1,1,2,2010,1,1,1,1,1,2014,2,7,2,3,3,3.7,20,20,0,60,0,0,0,1,2,2,2,2,2,1,2,3000,2,2,1,5,4,4,3,3,3,5,5,3,4,3,3,4,3,3,7,7,7,1,2,1,2,1,4,1,3,3,3,1,3,2500,2,-1,1,100,60,0,0,1,16.68121526
1,1,2,1,1,28.58333333,2018,2019,10,5,7,7,1,8,3,0,1,2,5,40,0,0,200,200,3,2,3,4,4,3,3,2,2,3,3,3,3,3,3,3,2,2,3,3,3,5,2,2,2,2,2,2,1,2,2,16,2,2,2009,1,8,1,3,1,2009,1,5,2,2,4,3.5,90,0,7,3,0,0,0,2,1,1,2,2,1,1,2,3500,2,1,1,4,4,4,3,3,2,4,4,3,3,3,2,4,3,3,5,6,5,1,1,3,3,1,1,8,6,5,8,5,1,1120,2,2,2,80,0,0,3,1,13.58790528
1,1,2,1,1,30.41666667,2017,2018,8,8,3,2,1,5,2,0,1,1,5,60,0,0,330,330,4,4,4,3,3,3,4,2,2,3,3,3,4,3,4,4,2,2,1,6,3,1,1,1,2,1,1,1,2,2,1,7,2,1,2008,1,1,1,1,1,2009,1,5,1,4,2,3.8,60,10,0,30,0,0,0,1,1,2,2,2,1,2,2,3000,1,2,1,3,2,4,2,2,2,5,5,5,5,3,2,4,3,3,5,5,5,2,2,1,2,1,1,8,2,2,7,4,3,2980,2,2,2,150,50,0,5,1,13.56099436
1,1,2,8,2,25.5,2018,2019,10,2,3,3,1,1,6,0,1,1,5,40,1,0,210,233,3,2,5,3,5,4,5,1,3,4,5,4,5,3,4,5,3,3,5,6,3,3,2,1,3,1,1,1,2,2,3,2,2,2,2013,1,1,1,1,1,2014,1,5,1,3,3,3.2,0,0,0,100,0,0,0,2,2,2,2,2,1,2,2,2400,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,1,1,1,3,1,1,1,4,3,2,1,1,1400,2,2,1,80,0,0,0,1,18.87634749
2,1,2,8,2,24.75,2018,2019,10,1,4,4,1,1,6,0,1,1,5,40,0,0,196,196,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4,4,3,2,1,3,1,1,1,2,2,10,9,2,2,2013,1,9,1,1,1,2013,1,5,2,5,5,3.8,90,0,0,10,0,0,0,2,1,1,2,2,2,1,2,2800,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,1,2,1,1,1,9,1,5,3,3,2,1,1035,2,2,1,80,40,0,10,1,21.70971085
2,1,2,8,2,25.08333333,2018,2019,9,6,1,1,1,8,2,0,1,4,7,80,0,0,200,200,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,6,3,4,2,2,2,2,2,2,2,2,8,10,1,2,2013,1,8,1,1,1,2013,2,2,1,3,3,3,100,0,0,0,0,0,0,2,1,2,2,2,1,2,2,2700,2,2,2,4,4,4,4,4,4,3,4,3,4,3,2,2,2,2,7,7,7,1,1,1,6,1,8,8,5,3,2,1,1,0,-1,2,1,60,0,0,25,1,17.02139772
2,1,2,8,1,24.08333333,2018,2018,15,3,9,9,1,13,1,0,5,1,5,40,13,1,160,130,3,3,3,3,3,3,2,3,1,2,1,3,2,4,3,3,3,3,1,6,1,4,2,1,2,1,1,1,2,2,11,10,1,2,2014,1,1,1,1,1,2014,2,8,1,2,3,3,0,0,0,100,0,0,0,2,2,2,2,2,1,2,2,2800,2,2,2,4,4,4,4,2,4,3,4,4,4,5,3,4,4,4,6,5,4,1,2,1,1,1,6,13,3,5,6,3,4,1600,2,1,8,100,3,0,0,1,17.24007188
2,1,2,5,2,26.33333333,2018,2017,3,1,-1,6,1,8,4,0,1,1,5,40,0,0,315,290,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,5,4,3,1,1,2,1,1,1,3,2,4,9,1,2,2012,1,8,1,1,1,2012,2,1,2,4,4,4.3,0,0,0,100,0,0,0,2,2,1,2,2,1,1,2,3000,2,2,1,4,4,4,5,4,4,5,4,5,4,4,4,4,4,4,5,5,5,1,2,1,1,1,8,8,2,2,3,4,4,3780,2,1,1,50,1,0,0,1,20.72139847
2,1,2,17,1,28.25,2018,2018,14,1,9,8,1,11,1,0,1,1,5,40,1,1,250,233,4,4,3,3,4,3,2,3,3,2,3,3,3,3,3,3,3,3,2,6,2,3,2,1,3,1,1,1,3,2,1,5,1,2,2010,1,15,1,1,1,2011,2,8,1,4,4,3.5,10,0,0,90,0,0,0,2,1,1,2,2,1,1,2,3000,1,1,2,4,4,4,3,4,4,4,5,5,4,4,4,4,4,4,4,4,4,1,2,1,1,1,8,11,5,5,2,1,3,2750,2,1,2,150,20,0,0,1,15.7473521
1,1,2,11,1,28.58333333,2018,2019,3,1,-1,3,1,8,4,1,1,1,5,40,12,2,200,200,3,4,3,4,3,4,5,3,3,4,4,3,4,4,3,3,3,3,2,1,3,4,2,1,3,1,1,1,3,2,1,10,2,2,2009,1,8,1,1,1,2009,2,1,2,4,4,3.8,20,0,0,80,0,0,0,2,1,2,2,2,1,2,2,2500,2,2,2,4,4,2,2,3,3,4,4,4,4,5,3,5,3,3,2,2,2,1,1,3,3,1,8,8,2,3,5,5,1,2640,2,1,2,100,30,0,0,1,14.13948714
2,1,2,11,2,25.08333333,2017,2018,16,1,6,6,1,11,1,0,6,1,5,40,0,0,180,180,2,2,5,3,3,1,2,3,1,3,1,3,2,1,2,4,2,2,2,6,2,1,2,1,2,1,1,1,2,2,1,10,1,2,2013,1,11,1,1,1,2013,2,1,1,5,5,3.6,0,0,10,90,0,0,0,2,2,1,2,2,2,2,2,2700,1,2,2,5,4,3,4,4,3,4,5,5,4,5,4,3,4,4,7,5,6,1,2,1,1,1,11,11,3,3,10,7,3,1440,2,2,1,90,15,0,0,1,17.36617436
1,1,2,10,2,23.83333333,2018,2018,3,5,1,1,1,10,3,0,1,1,5,40,4,4,163,141,1,1,2,1,3,1,1,2,1,3,2,3,3,1,1,2,3,5,2,6,2,1,2,1,3,1,1,1,2,2,13,1,2,1,2014,1,10,1,1,1,2014,1,5,1,3,3,3.7,0,0,0,100,0,0,0,2,2,2,2,2,1,2,2,2200,2,2,2,5,5,4,3,3,5,3,3,5,5,3,4,5,3,3,6,7,1,1,1,3,2,1,10,10,2,3,3,2,1,1313,2,2,1,55,0,0,0,1,17.8193166
2,1,2,10,2,25.41666667,2018,2019,3,1,8,7,1,1,6,1,1,1,5,40,2,0,183,183,1,3,4,5,4,4,1,1,3,3,4,3,4,3,3,4,3,3,1,6,2,2,2,1,2,1,1,1,2,2,3,7,2,2,2013,1,8,1,1,1,2013,2,2,1,4,4,3.9,30,25,0,45,0,0,0,1,1,2,2,2,1,1,2,2600,1,2,1,4,4,4,3,3,4,4,3,4,4,4,2,3,2,2,6,5,4,1,2,1,1,1,8,1,5,3,3,1,3,1328,2,2,1,70,20,0,0,1,19.06986265
2,1,2,15,2,24.41666667,2018,2018,6,1,2,2,1,15,3,0,1,1,5,40,8,1,170,150,4,4,4,4,4,3,4,3,3,3,4,3,3,3,4,4,3,3,3,6,2,2,2,1,3,1,1,1,3,2,2,13,2,2,2014,1,15,1,1,1,2014,1,5,1,4,4,3,100,0,0,0,0,0,0,2,2,2,2,2,1,2,2,2000,2,2,2,4,4,4,3,4,4,3,3,4,4,4,3,4,3,3,5,5,5,1,1,3,4,1,15,15,5,4,4,4,1,1040,1,2,1,45,0,0,0,1,19.41820744
1,1,2,2,2,24.91666667,2018,2018,16,3,-1,3,1,2,2,0,6,2,5,15,0,0,130,130,2,2,4,4,3,3,4,3,3,3,3,3,4,3,3,4,3,3,5,1,5,5,1,1,2,3,1,2,3,2,3,1,1,2,2013,1,2,1,1,1,2013,2,1,2,3,3,2.5,20,75,0,5,0,0,0,1,1,2,2,1,1,2,2,2000,2,2,2,5,5,5,4,4,5,5,5,5,5,5,4,4,4,4,5,6,6,1,1,3,4,1,2,2,3,3,3,5,1,520,2,2,1,80,0,33,0,1,17.04058746
2,1,2,2,2,25.25,2017,2017,16,1,-1,-1,1,2,3,1,6,1,5,40,0,0,170,170,3,2,4,4,4,3,4,4,2,3,3,3,3,3,4,4,3,3,1,6,2,2,2,1,2,1,1,1,2,2,1,6,1,2,2013,1,2,1,2,1,2013,1,5,2,3,3,3,40,0,0,60,0,0,0,2,2,1,2,2,2,2,2,2400,2,2,2,4,4,4,2,3,3,3,3,4,4,4,2,3,3,3,5,5,5,1,1,3,4,1,2,2,3,3,5,4,1,2040,2,2,1,50,0,0,0,1,16.36708137
2,1,2,6,1,26.75,2018,2018,3,7,2,2,1,5,2,0,1,1,5,40,0,0,375,375,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,6,3,2,2,1,2,1,1,1,2,2,2,1,1,2,2011,1,5,1,1,1,2011,2,3,1,3,3,2,100,0,0,0,0,0,0,2,1,2,2,2,2,2,2,4000,2,2,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,1,1,3,4,1,5,5,3,3,8,5,1,2250,2,2,2,130,0,0,0,1,16.18438459
