이직여부,majorcat,school,area,sex,age,graduy,a001,industry,job,a010,a011,a012,a014,a016,a018,a020,a021,a116,a117,a118,a119,a122,a125,a126,a127,a128,a129,a130,a131,a132,a133,a134,a135,a136,a137,a138,a139,a140,a141,a142,a143,a144,a145,a146,a151,a153,a158,a159,a160,a161,a162,a166,a168,a281,a282,a388,e001,f001,f004,f006,f008,f009,f010,f011,f013,f170,f023,f071,f072,f074,f079,f080,f081,f082,f083,f084,f085,f086,f101,f124,f138,g001,h001,i018,i050,j021,l001,n083,k001,k042,k043,k044,k045,k046,k047,k048,k049,k050,k051,k052,k053,k055,k056,k057,q015,q016,q017,p001,p014,p016,p017,p018,p020,p024,p028z,p031z,p035,p036,p046,p039,p041,p043,p045,r023,r024,r025,r026,r027,wt
2,4,2,1,1,27.25,2017,2018,4,1,8,6,1,13,2,0,1,1,5,40,0,0,399,399,5,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,3,6,4,4,2,1,2,1,1,1,1,2,1,8,1,2,2010,1,1,1,3,1,2010,2,1,1,3,4,3,70,0,0,30,0,0,0,2,1,1,2,2,1,1,2,4200,1,2,1,4,4,3,3,4,4,4,5,4,4,4,4,4,4,4,6,6,6,1,2,3,1,1,1,13,3,5,6,5,3,399,2,2,2,100,20,0,0,1,10.57258821
1,4,2,1,1,28.66666667,2017,2016,5,2,7,6,1,14,4,1,3,1,5,40,3,0,300,280,1,3,1,2,2,1,1,1,1,3,1,3,1,1,1,1,2,3,3,6,2,2,2,1,2,1,1,1,1,2,2,6,1,2,2009,1,14,1,2,1,2010,1,5,1,4,4,3.8,100,0,0,0,0,0,0,2,1,1,2,2,1,2,2,3500,2,2,2,3,4,4,1,4,4,5,4,3,4,3,1,4,4,4,4,4,2,1,2,1,1,1,14,14,3,3,6,2,1,3600,2,2,2,200,30,0,30,1,12.37227658
1,4,2,1,1,29.16666667,2018,2018,4,2,9,9,1,13,2,0,3,1,5,40,1,0,360,200,4,4,4,5,5,3,2,4,4,4,2,4,4,5,4,4,3,3,5,6,4,4,1,1,2,1,1,1,1,2,1,9,1,2,2009,1,13,1,2,1,2011,1,5,1,2,2,3,100,0,0,0,0,0,0,2,1,2,2,2,1,2,2,4000,1,1,1,4,4,4,3,3,4,4,4,4,4,4,2,3,3,3,5,5,5,1,2,1,1,1,8,13,3,3,5,5,4,3960,2,2,4,80,15,0,0,1,12.37227658
1,4,2,1,1,26.66666667,2017,2019,3,2,9,9,1,8,2,0,1,1,5,40,0,0,350,370,3,3,4,4,5,3,4,3,3,3,2,3,3,2,4,3,3,3,3,6,2,4,2,1,2,1,1,1,3,2,1,6,1,2,2011,1,8,1,2,1,2011,1,5,1,2,2,3.4,60,0,20,20,0,0,0,2,1,2,2,2,1,1,2,4000,1,2,1,5,5,4,2,3,4,4,5,5,5,3,2,3,2,2,5,6,6,1,1,3,4,1,8,8,5,3,5,3,1,0,2,1,2,100,0,0,10,1,11.01662274
1,4,2,1,1,27,2018,2018,4,9,9,3,1,7,2,0,3,1,5,40,0,0,320,270,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,3,3,4,6,4,4,1,1,2,1,1,1,1,2,4,9,1,2,2011,1,12,1,2,1,2011,1,5,1,4,4,3.7,100,0,0,0,0,0,0,2,1,2,2,2,1,1,2,3500,1,2,1,5,4,5,5,4,4,4,4,5,4,4,4,4,4,4,6,6,6,1,2,1,1,1,12,2,5,5,9,2,3,3520,2,2,2,120,10,0,10,1,11.51275216
2,4,2,1,1,29.16666667,2017,2017,3,2,9,7,1,4,2,0,3,1,5,40,0,0,400,250,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,6,5,2,2,1,2,1,1,1,1,2,1,3,1,2,2009,1,2,1,2,1,2011,1,5,1,5,5,3.4,0,0,0,100,0,0,0,2,1,2,2,2,1,2,2,3600,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,7,7,7,1,2,1,1,1,2,4,5,3,6,4,3,4800,2,1,2,60,8,0,0,1,11.51275216
2,4,2,5,1,28.41666667,2018,2018,3,1,8,5,1,8,2,0,1,1,5,40,3,0,280,275,4,4,4,3,5,3,4,3,3,3,5,4,4,4,4,4,3,3,3,6,4,4,1,1,2,1,1,1,2,2,9,6,1,2,2010,1,1,1,2,1,2010,1,5,1,5,4,3.4,20,20,0,60,0,0,0,1,1,1,2,2,1,1,2,3800,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,7,6,1,2,1,1,1,1,8,5,3,7,6,3,2240,2,2,2,100,20,0,0,1,11.88106051
2,4,2,10,1,25.75,2018,2019,3,2,2,2,1,5,2,0,1,1,5,40,5,0,230,230,3,4,4,4,5,4,4,4,4,4,4,3,3,4,4,4,3,3,4,6,3,3,2,1,2,1,1,1,2,2,1,4,2,1,2012,1,14,1,2,1,2012,2,1,1,4,4,3.5,20,0,0,80,0,0,0,2,1,2,2,2,1,1,2,2800,1,2,2,5,4,4,4,5,4,4,3,3,4,4,3,5,4,4,5,4,5,1,2,1,1,1,14,5,3,3,5,4,3,2490,2,1,2,80,10,0,0,1,12.5134006
2,4,2,3,1,27.5,2018,2018,16,2,9,9,1,14,1,0,6,1,6,72,0,0,120,120,1,2,4,5,3,5,5,3,3,3,4,5,5,5,4,4,3,3,4,6,5,4,2,2,2,2,2,2,2,2,3,4,1,2,2011,1,7,1,2,1,2012,1,5,1,4,4,4.2,40,0,0,60,0,0,0,2,1,2,2,1,1,1,2,4500,2,2,2,5,4,4,4,3,4,4,3,3,5,5,3,3,3,3,7,7,7,1,2,1,1,1,8,14,5,5,3,3,4,1200,2,2,2,30,15,70,0,5,11.8982231
2,4,2,7,1,27.75,2017,2018,4,9,9,8,1,11,4,0,1,1,5,40,0,0,250,250,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4,3,3,5,3,4,2,2,1,2,1,1,1,1,2,9,1,1,2,2010,1,1,1,2,1,2010,1,5,2,4,4,4,20,50,0,30,0,0,0,1,1,2,2,2,2,2,2,2500,2,2,1,4,4,5,5,3,3,4,4,5,4,4,3,3,3,3,5,4,4,1,2,1,1,1,1,11,5,5,5,3,4,3000,2,2,2,100,5,0,0,1,14.71267095
2,4,2,7,1,25.58333333,2018,2018,3,2,9,-1,1,8,2,0,1,1,5,40,0,0,491,475,4,4,4,4,4,3,3,4,3,3,4,4,4,3,3,4,3,3,3,3,3,2,2,1,3,1,1,1,2,2,3,6,1,2,2012,1,8,1,2,1,2012,1,5,2,4,4,4,0,0,0,100,0,0,0,2,1,2,2,2,1,1,2,4000,2,2,2,4,4,3,3,4,3,3,5,5,5,5,4,4,4,4,6,5,6,1,2,6,3,1,1,8,5,5,6,2,3,4910,2,2,2,150,50,0,0,1,14.71267095
2,4,2,6,2,24.25,2018,2019,16,2,9,9,1,1,1,0,6,2,5,20,0,0,90,90,4,3,4,4,4,3,4,3,3,3,4,3,4,3,5,5,3,3,4,1,5,4,2,2,2,2,2,2,2,2,1,4,1,2,2014,1,6,1,2,1,2014,2,1,2,3,4,3.7,0,5,0,95,0,0,0,1,2,2,2,1,1,2,2,3000,2,2,2,4,4,5,4,3,4,4,4,5,4,4,3,3,3,4,4,5,6,1,2,3,4,1,6,1,5,5,6,1,3,0,1,2,1,30,0,300,0,5,13.24300965
1,4,2,12,2,24.33333333,2018,2018,16,3,-1,3,1,12,2,0,1,2,5,40,5,2,180,100,2,3,2,2,2,3,3,2,2,2,3,2,2,2,2,3,2,2,1,6,3,4,2,2,2,2,2,2,2,2,13,2,1,2,2014,1,12,1,2,1,2014,2,1,1,4,4,3.9,10,0,0,90,0,0,0,2,2,2,2,2,1,2,2,2000,2,2,1,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,1,1,3,4,1,12,12,1,1,5,5,1,1440,2,2,1,40,0,0,0,1,29.06120104
2,4,2,1,1,25,2018,2018,16,2,9,9,1,14,1,0,6,1,5,50,0,0,165,160,4,5,5,4,3,5,4,3,3,4,5,4,5,5,4,4,4,4,5,6,5,5,2,3,3,3,3,3,3,2,1,3,1,2,2013,1,1,1,9,1,2014,1,5,1,4,4,4.2,0,0,0,100,0,0,0,2,2,2,2,1,2,1,2,3500,2,2,2,5,5,5,4,2,4,5,4,4,4,4,2,3,4,4,6,6,6,1,2,1,1,1,1,14,5,5,3,2,4,1650,2,2,7,60,15,78,0,1,19.37374488
2,4,2,1,2,24.91666667,2018,2019,13,2,1,1,1,1,6,2,1,1,5,40,5,0,235,235,3,3,4,4,4,5,4,5,4,4,5,4,4,4,3,4,4,4,4,6,2,4,2,1,2,1,1,1,2,2,1,8,2,2,2013,1,1,1,6,1,2013,1,7,1,1,1,2.7,0,100,0,0,0,0,0,1,1,1,2,2,1,1,2,3000,1,2,1,5,4,4,4,4,4,4,4,4,4,4,3,5,4,4,2,4,3,1,2,1,1,1,8,8,3,3,6,4,3,0,2,2,1,40,0,0,0,1,22.49646495
2,4,2,1,1,24.58333333,2018,2018,16,2,9,9,1,14,1,0,6,1,6,60,0,0,212,210,3,4,4,5,2,5,4,2,2,3,4,3,4,5,4,4,4,3,5,6,5,5,2,2,2,2,2,2,2,2,7,4,1,2,2013,1,14,1,9,1,2013,2,2,1,4,5,3.5,0,0,0,100,0,0,0,2,1,2,2,1,1,1,2,1000,2,2,2,5,5,5,5,4,4,5,5,4,4,4,3,3,3,3,5,4,3,1,2,1,1,1,15,14,3,3,3,2,3,2120,2,2,7,70,20,112,0,5,17.95199099
2,4,2,1,1,27.58333333,2018,2018,3,1,9,9,1,8,1,0,1,1,5,40,8,0,350,330,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,6,3,2,2,1,3,3,3,3,1,2,1,4,1,2,2010,1,1,1,2,1,2011,1,5,1,4,4,3.6,0,20,0,80,0,0,0,1,1,2,2,2,1,2,2,4000,1,2,1,5,5,5,5,3,4,5,5,5,5,5,3,5,3,3,5,5,5,1,2,1,1,1,1,8,5,3,3,2,4,4200,2,1,2,70,6,0,0,1,19.89869465
2,4,2,1,2,25.33333333,2018,2018,3,2,9,9,1,8,1,0,1,1,5,40,5,0,250,250,4,4,4,5,5,5,4,5,5,5,5,5,5,5,4,4,3,4,4,6,4,4,2,1,3,1,1,1,2,2,2,8,1,2,2013,1,8,1,2,1,2013,2,1,1,3,3,4,20,0,0,80,0,0,0,2,2,1,2,2,1,2,2,3000,2,2,1,4,4,4,4,4,5,4,5,5,5,5,4,5,4,4,5,5,5,1,2,1,1,1,8,8,4,3,4,3,3,2500,2,2,1,80,45,0,0,1,23.10602775
2,4,2,1,2,26.75,2018,2019,8,1,9,9,1,9,2,0,3,1,5,40,6,0,200,230,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,3,1,6,1,2,2,1,2,1,1,1,1,2,9,11,1,2,2011,1,8,1,6,1,2011,1,5,1,2,2,2.7,100,0,0,0,0,0,0,2,2,1,2,2,1,1,2,2700,1,2,1,4,4,4,1,3,3,4,3,5,5,5,4,3,4,4,7,6,5,1,2,3,1,1,8,9,3,3,3,3,3,0,2,2,1,50,0,0,0,1,20.89213574
2,4,2,9,1,25.66666667,2018,2017,3,1,9,9,1,8,4,0,4,1,5,40,0,0,308,298,4,4,3,3,3,1,3,3,4,3,3,4,3,3,4,4,3,3,4,6,2,2,2,1,2,1,1,1,2,2,1,12,1,2,2012,1,8,1,2,1,2012,1,5,1,3,3,3.9,0,50,0,50,0,0,0,1,1,2,2,2,2,2,2,3000,2,2,1,4,4,5,5,5,4,4,4,5,5,4,4,4,5,5,5,5,6,1,1,3,4,1,1,8,5,3,6,6,1,3696,2,2,2,70,0,0,0,1,16.831911
2,4,2,4,1,27,2018,2018,7,9,9,9,1,8,2,0,2,1,5,40,3,0,410,370,4,4,4,5,5,5,5,5,5,5,3,4,4,3,4,4,4,4,4,6,4,5,2,1,3,1,1,1,3,2,2,1,1,2,2010,1,10,1,2,1,2011,1,5,1,4,4,4.1,30,0,20,50,0,0,0,2,1,2,2,2,1,2,2,3000,1,2,2,4,4,5,3,4,5,5,5,5,4,5,3,5,4,4,5,5,5,1,2,1,1,1,10,8,3,3,3,3,3,2050,2,2,2,100,40,0,2,1,19.31981412
2,4,2,4,2,23.91666667,2018,2018,3,2,4,4,1,11,2,0,1,1,5,40,2,0,250,210,3,3,4,3,4,4,4,3,2,4,4,4,4,4,4,4,3,3,4,6,5,4,2,1,3,1,1,1,3,2,1,2,1,2,2014,1,4,1,2,1,2014,2,1,1,4,4,3.9,0,10,0,90,0,0,0,1,2,2,2,2,1,1,2,2800,2,2,1,5,5,5,3,3,3,5,5,5,5,5,3,4,3,3,6,5,6,1,2,1,1,1,15,8,1,3,4,3,3,2250,2,2,1,120,45,0,0,1,21.28201736
2,4,2,11,1,27,2018,2019,3,2,6,5,1,11,2,0,1,1,5,40,0,0,233,233,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4,3,3,4,6,4,2,2,1,2,1,1,1,2,2,4,3,1,2,2011,1,11,1,2,1,2011,2,2,1,3,3,3.4,90,0,0,10,0,0,0,2,1,1,2,2,1,2,2,3000,2,2,2,4,4,5,5,5,4,4,4,5,4,4,4,4,4,4,5,6,5,1,1,3,3,1,5,11,5,6,7,4,1,0,2,2,2,70,0,0,0,1,20.7714955
2,4,2,14,2,25.75,2017,2016,11,1,-1,3,1,14,2,0,4,1,5,40,0,0,200,200,4,4,4,5,4,4,5,5,5,5,4,4,4,4,5,5,4,4,4,6,4,3,2,1,3,1,1,1,2,2,1,2,1,2,2012,1,14,1,2,1,2012,2,1,1,3,3,3.5,0,0,0,100,0,0,0,2,2,1,2,2,2,2,2,2400,2,2,1,4,5,5,4,5,5,4,4,4,4,3,4,3,4,4,5,5,5,1,1,3,3,1,14,14,3,3,6,3,1,2400,2,2,1,60,0,0,0,1,21.60150058
2,4,2,14,2,24.41666667,2018,2019,3,1,6,6,1,14,2,0,1,1,5,45,0,0,258,258,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,6,3,3,2,1,2,1,1,1,1,2,1,6,1,2,2014,1,3,1,1,1,2014,1,5,1,4,4,3.6,0,0,0,100,0,0,0,2,2,2,2,2,1,2,2,2800,2,2,1,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,5,7,3,1,2,3,1,1,3,14,3,4,3,6,3,0,1,2,1,40,10,0,0,1,21.60150058
2,4,2,14,2,25,2018,2017,14,1,3,3,1,7,4,1,1,1,5,40,0,0,190,190,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,6,2,1,2,1,2,1,1,1,2,2,1,3,1,2,2013,1,7,1,2,1,2013,2,1,1,4,4,3.8,50,0,0,50,0,0,0,2,1,2,2,2,2,2,2,3000,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,1,1,3,4,1,7,7,5,5,8,5,1,2280,2,2,1,50,0,0,0,1,15.89967104
2,4,2,14,1,26.58333333,2018,2019,3,2,9,6,1,14,2,0,2,1,5,40,5,0,200,200,2,2,3,4,3,4,4,4,3,4,4,4,4,3,3,2,4,4,1,6,1,5,2,1,2,1,1,1,1,2,9,6,1,2,2011,1,3,1,2,1,2011,1,5,1,3,4,3.2,30,0,20,50,0,0,0,2,1,1,2,2,1,2,2,3000,2,2,2,4,4,3,2,4,4,4,3,5,3,3,3,3,3,3,5,5,5,1,2,1,1,1,3,14,3,3,4,4,3,0,2,2,2,30,15,0,0,1,17.33042401
2,4,2,14,1,24.5,2017,2017,16,2,9,9,1,14,1,0,6,1,5,40,0,0,200,160,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,3,5,6,5,5,2,3,2,2,3,3,2,2,3,7,1,2,2013,1,1,1,3,1,2013,2,2,1,5,5,3.6,0,0,0,100,0,0,0,2,2,2,2,1,2,1,2,4000,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,6,6,6,1,2,1,4,1,1,14,5,3,6,5,3,2400,1,2,7,50,15,75,0,1,15.0951506
1,4,2,3,2,24.25,2018,2018,3,1,3,3,1,8,3,0,1,1,5,40,0,0,230,200,2,4,3,4,5,3,3,2,2,4,4,4,3,4,3,4,2,2,4,6,4,4,2,1,2,1,1,1,2,2,2,1,1,2,2014,1,3,1,2,1,2014,2,1,1,4,4,3.5,100,0,0,0,0,0,0,2,2,2,2,2,1,1,2,2800,1,2,1,5,5,4,4,4,5,5,5,4,3,4,3,3,3,3,6,7,5,1,2,1,1,1,3,8,3,3,2,5,3,1840,2,2,1,150,40,0,16,1,19.61939573
2,4,2,2,2,24.91666667,2018,2018,15,1,8,5,1,3,2,0,3,1,5,40,0,0,200,200,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,6,4,1,2,1,2,1,1,1,2,2,1,3,1,2,2013,1,7,1,1,1,2013,1,5,1,4,4,3.4,30,0,0,70,0,0,0,2,1,2,2,2,2,2,2,2000,2,2,2,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,6,6,6,1,2,3,5,1,7,3,3,3,5,3,1,2400,2,2,1,60,0,0,0,1,19.31922935
2,4,2,2,1,25.75,2018,2018,3,1,3,3,1,2,3,1,1,1,5,40,2,1,200,170,4,3,2,3,4,4,4,4,4,3,3,4,3,3,3,2,3,3,1,6,1,1,2,1,3,1,1,1,3,2,3,2,1,2,2012,1,2,1,2,1,2012,2,6,1,3,3,3.9,0,90,0,10,0,0,0,1,1,2,2,1,1,1,2,2600,2,2,1,3,4,4,2,4,4,3,3,4,4,4,3,4,3,3,3,5,4,1,1,3,4,1,2,2,3,4,4,2,1,600,1,2,2,60,0,0,0,1,17.89078005
2,4,2,2,1,25.58333333,2018,2019,7,7,1,1,1,7,1,0,1,5,7,35,0,0,300,400,4,3,3,4,4,4,4,3,1,2,4,2,4,1,4,5,3,3,2,6,2,1,2,2,2,2,2,2,2,2,3,1,2,2,2012,1,7,1,1,1,2012,1,5,1,3,3,3.3,100,0,0,0,0,0,0,2,1,2,2,2,1,2,2,2800,2,2,1,5,5,5,3,3,4,4,3,4,4,4,3,5,3,3,7,7,7,1,1,3,4,1,7,7,6,5,7,5,1,810,2,2,2,50,0,0,5,1,17.89078005
2,4,2,7,1,23.75,2018,2018,16,2,9,9,1,14,1,0,6,1,6,60,0,0,150,150,2,2,4,3,3,5,5,1,1,4,4,4,4,4,4,4,5,4,5,6,4,5,2,2,2,2,2,2,2,2,9,13,1,2,2014,1,15,1,2,1,2014,2,2,1,5,5,3.8,0,0,0,100,0,0,0,2,2,2,2,2,2,1,2,4000,2,2,2,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,6,7,7,1,2,-1,1,1,2,14,5,6,4,2,3,1500,2,2,7,40,35,76,0,1,23.03856786
2,4,2,8,1,25.91666667,2018,2018,3,9,9,9,1,5,6,1,2,1,5,40,8,1,283,283,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,6,4,5,2,1,2,1,1,1,1,2,10,1,1,2,2012,1,8,1,2,1,2012,2,8,1,3,1,3.5,80,0,0,20,0,0,0,2,1,2,2,2,1,1,2,3000,1,2,1,5,4,5,3,4,4,5,5,5,5,5,4,5,5,5,4,5,3,1,1,3,5,1,8,8,3,3,5,4,1,2264,2,1,2,90,0,0,0,1,14.82322296
2,4,2,8,1,27.58333333,2017,2018,3,7,9,8,1,14,3,0,2,1,5,52,2,1,280,280,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,6,3,5,2,1,2,1,1,1,3,2,1,8,1,2,2010,1,1,1,2,1,2010,1,5,1,3,4,3.3,100,0,0,0,0,0,0,2,1,1,2,2,2,1,2,3000,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,1,1,3,4,1,1,1,5,5,3,2,1,1120,2,1,2,100,0,0,0,1,20.02074117
2,4,2,4,1,27.83333333,2017,2018,3,2,9,9,1,10,1,0,1,1,5,40,7,0,350,300,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,6,4,3,2,1,2,1,1,1,1,2,1,11,1,2,2010,1,10,1,2,1,2010,1,5,1,4,4,3.5,50,0,0,50,0,0,0,2,1,1,2,2,1,2,2,4000,1,2,2,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,6,5,1,2,1,1,1,4,10,3,3,4,2,4,4200,2,1,2,100,1,0,0,1,15.08851325
2,4,2,4,1,29.58333333,2018,2018,15,3,6,4,1,4,2,0,5,1,5,40,5,2,280,280,4,4,4,4,4,4,4,4,4,5,4,5,4,4,5,5,3,3,2,6,3,2,2,2,1,1,2,1,2,2,1,2,1,2,2008,1,4,1,7,1,2008,2,1,1,4,4,3.7,30,0,0,70,0,0,0,2,1,2,2,2,1,2,2,3000,1,1,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,6,5,6,1,1,3,3,1,4,4,3,3,3,2,1,840,2,1,2,70,0,0,20,1,12.17706405
2,4,2,2,1,28.66666667,2018,2018,3,1,6,6,1,15,2,0,1,1,5,10,2,1,280,180,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,2,1,3,3,1,3,3,2,1,2,1,2,2009,1,2,1,2,1,2013,1,5,1,3,3,3.1,80,0,0,20,0,0,0,2,2,1,2,2,2,2,2,3000,2,2,2,4,4,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,1,2,1,1,1,2,15,3,3,3,3,3,2240,2,2,2,150,20,0,0,1,14.1930077
2,4,2,2,2,24.83333333,2017,2019,3,2,6,4,1,2,1,0,1,1,5,45,5,0,194,194,3,4,4,5,4,4,4,3,2,4,3,4,4,5,4,4,2,3,4,6,4,4,2,1,3,1,1,1,3,2,4,1,2,1,2013,1,2,1,2,1,2013,1,5,1,3,2,3,0,0,0,100,0,0,0,2,1,2,2,1,2,2,2,2400,1,2,2,5,5,3,2,3,5,3,3,4,5,4,4,5,4,4,6,6,6,1,2,1,1,1,2,2,3,3,2,2,3,1550,2,2,1,100,20,30,0,1,14.94562225
1,4,2,1,2,26.16666667,2018,2018,10,2,7,7,1,13,1,0,5,1,5,40,2,0,200,120,1,4,3,4,4,4,4,4,4,4,3,4,4,4,3,2,2,3,3,6,4,2,1,1,2,1,1,1,1,2,9,6,1,2,2012,1,3,1,2,1,2013,1,5,1,3,5,3.2,100,0,0,0,0,0,0,2,1,2,2,2,1,1,2,2500,1,1,1,4,4,4,2,4,4,4,5,5,5,4,4,4,3,4,6,6,4,1,2,1,1,1,3,13,4,5,7,5,3,2400,2,2,1,80,40,0,0,1,30.48695622
2,4,2,1,1,26.58333333,2018,2018,10,2,9,9,1,8,1,0,1,1,5,40,0,0,380,350,4,4,5,5,5,4,5,4,3,5,4,4,5,4,5,5,3,3,5,6,4,2,2,1,2,1,1,1,1,2,3,10,1,2,2011,1,7,1,2,1,2011,2,4,1,4,4,3,90,0,0,10,0,0,0,2,1,2,2,2,1,2,2,3000,1,2,1,5,5,5,3,3,3,4,5,4,5,4,2,4,3,3,7,7,7,1,2,1,1,1,2,8,5,5,9,4,3,4560,2,1,2,150,15,0,0,1,29.00167963
2,4,2,1,2,25,2018,2018,11,2,9,6,1,1,6,0,1,1,5,40,0,0,250,210,4,4,4,5,5,5,5,5,5,5,5,5,4,4,5,4,3,3,4,6,4,2,2,1,2,1,1,1,1,2,1,3,1,2,2013,1,1,1,2,1,2013,2,6,1,4,4,3.1,100,0,0,0,0,0,0,2,2,1,2,2,2,1,2,3000,2,2,2,5,5,4,4,4,5,4,4,5,5,5,5,5,4,4,6,6,7,1,1,3,5,1,1,1,5,6,8,3,1,500,2,2,1,60,0,0,0,1,30.00464966
2,4,2,1,2,26.33333333,2017,2018,10,2,9,9,1,9,4,2,1,1,5,40,4,0,240,210,3,4,3,4,3,3,3,3,3,3,4,3,4,4,3,3,3,3,4,6,4,4,2,1,3,1,1,1,3,2,1,4,1,2,2012,1,1,1,2,1,2013,1,5,1,4,3,3.7,0,0,0,100,0,0,0,2,2,2,2,2,1,1,2,2500,2,2,1,5,4,3,1,2,3,5,4,3,3,4,2,4,2,1,3,4,4,1,1,3,4,1,1,1,5,3,2,1,1,2400,2,1,1,25,3,0,0,1,28.17430648
2,4,2,1,2,25.5,2018,2018,10,2,7,6,1,1,6,1,2,1,5,40,5,0,275,183,5,5,4,4,4,5,4,3,4,3,4,3,4,3,4,4,3,3,3,5,4,5,1,1,2,1,1,3,1,2,3,7,1,2,2013,1,1,1,2,1,2013,2,4,2,4,3,2.9,100,0,0,0,0,0,0,2,1,2,2,2,1,2,2,2200,2,2,1,3,4,5,4,3,4,5,3,4,4,3,2,2,2,2,6,5,6,1,1,3,3,1,1,1,3,3,4,2,1,3300,2,2,1,80,0,0,0,1,29.35204093
2,4,2,1,1,26.91666667,2017,2017,10,2,9,7,1,8,2,1,3,1,5,40,0,0,570,525,5,5,4,4,4,4,4,5,4,4,4,4,4,4,5,5,3,3,4,6,4,4,2,1,2,1,1,1,3,2,1,3,1,2,2011,1,13,1,1,1,2011,1,5,1,3,3,3.9,90,0,0,10,0,0,0,2,1,1,2,2,2,2,2,4000,1,2,2,5,4,4,3,4,4,4,4,4,4,4,4,3,3,3,6,5,5,1,2,1,1,1,13,8,5,5,5,3,3,6840,2,2,2,80,50,0,0,1,25.20189423
2,4,2,1,2,26,2018,2019,17,2,9,6,1,9,3,0,5,1,5,40,0,0,230,230,3,5,5,5,5,5,3,4,4,5,5,5,5,5,4,5,3,3,5,6,5,2,1,1,3,1,1,1,1,1,11,4,2,2,2012,1,1,1,2,1,2013,1,5,1,4,5,3.5,0,100,0,0,0,0,0,1,1,2,1,2,1,1,1,3000,2,2,2,4,5,5,5,5,4,5,4,5,5,5,2,4,3,3,5,3,4,1,2,1,1,1,1,9,2,3,4,3,3,690,2,2,1,30,0,0,20,1,31.45658504
1,4,2,1,2,25.25,2018,2019,3,2,-1,-1,1,1,6,0,1,1,5,52,0,0,300,300,4,4,3,4,4,3,4,4,4,4,4,4,2,4,3,2,4,4,3,1,4,4,2,1,3,1,1,3,1,2,1,3,1,2,2013,1,5,1,3,1,2013,2,5,2,4,3,4.1,70,0,0,30,0,0,0,2,1,1,2,2,1,1,2,4000,1,2,1,5,5,5,5,4,3,5,5,4,4,4,4,4,4,4,6,6,5,1,2,1,1,1,1,1,3,4,4,1,3,0,2,2,1,30,0,0,0,1,33.31495186
1,4,2,1,2,25.5,2018,2018,10,2,3,3,1,1,3,0,1,1,5,40,0,0,185,170,3,4,3,4,4,3,4,4,3,4,4,3,4,4,3,3,2,2,3,6,4,2,2,1,3,1,1,1,2,2,7,3,1,2,2013,1,1,1,2,1,2013,2,8,1,3,3,3.5,90,10,0,0,0,0,0,1,1,2,2,2,1,1,2,2400,2,2,1,4,4,4,3,3,4,4,4,4,4,4,3,4,3,3,5,6,6,1,1,3,4,1,1,1,5,5,4,3,1,1480,2,2,1,100,0,0,0,1,26.35555066
2,4,2,1,1,26.66666667,2018,2018,10,2,9,6,1,8,4,0,1,1,5,40,2,0,400,400,4,4,4,5,5,3,4,4,2,4,2,4,4,3,4,3,3,3,3,6,2,2,2,1,3,1,1,1,2,2,1,8,1,2,2011,1,8,1,2,1,2011,1,5,1,4,3,3.5,5,0,25,70,0,0,0,2,1,2,2,2,1,1,2,4000,1,2,1,4,4,5,3,3,4,5,4,4,4,4,2,3,3,3,6,5,6,1,2,1,1,1,15,8,3,3,5,5,3,2400,2,2,2,90,35,0,15,1,26.74901289
